qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore
dmThaMinu_ENA|OZ239695|OZ239695.1_002366.1	Danio_rerio_DRER013080_CENPA_CenpA	62.617	107	152	145	2.51e-45	134
dmThaMinu_ENA|OZ239695|OZ239695.1_002366.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.046	109	152	140	4.14e-32	100
dmThaMinu_ENA|OZ239695|OZ239695.1_002366.1	Mus_musculus_MMUS037970_Cenpa_CenpA	49.138	116	152	134	1.84e-31	99.0
dmThaMinu_ENA|OZ239702|OZ239702.1_000088.1	Danio_rerio_DRER013080_CENPA_CenpA	59.184	98	142	145	1.45e-38	117
dmThaMinu_ENA|OZ239702|OZ239702.1_000088.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.261	92	142	288	1.07e-25	87.4
dmThaMinu_ENA|OZ239702|OZ239702.1_000088.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.188	128	142	134	1.97e-25	83.2
dmThaMinu_ENA|OZ239688|OZ239688.1_000081.1	Danio_rerio_DRER013080_CENPA_CenpA	64.130	92	145	145	7.33e-40	120
dmThaMinu_ENA|OZ239688|OZ239688.1_000081.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.636	129	145	134	1.47e-26	86.3
dmThaMinu_ENA|OZ239688|OZ239688.1_000081.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	55.172	87	145	288	6.57e-26	87.8
dmThaMinu_ENA|OZ239702|OZ239702.1_004154.1	Danio_rerio_DRER013080_CENPA_CenpA	58.095	105	135	145	6.03e-42	125
dmThaMinu_ENA|OZ239702|OZ239702.1_004154.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.094	128	135	288	2.27e-29	96.7
dmThaMinu_ENA|OZ239702|OZ239702.1_004154.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.161	124	135	134	6.12e-29	91.7
dmThaMinu_ENA|OZ239688|OZ239688.1_004868.1	Danio_rerio_DRER013080_CENPA_CenpA	59.048	105	135	145	6.44e-42	125
dmThaMinu_ENA|OZ239688|OZ239688.1_004868.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.608	97	135	288	3.53e-29	96.3
dmThaMinu_ENA|OZ239688|OZ239688.1_004868.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.172	87	135	140	6.68e-28	89.4
dmThaMinu_ENA|OZ239695|OZ239695.1_002226.1	Danio_rerio_DRER013080_CENPA_CenpA	53.409	88	155	145	3.77e-30	95.9
dmThaMinu_ENA|OZ239695|OZ239695.1_002226.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.727	88	155	288	1.28e-20	73.9
dmThaMinu_ENA|OZ239695|OZ239695.1_002226.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.777	103	155	134	1.86e-18	65.5
dmAquVulg_ENA|OZ198186|OZ198186.1_002113.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	92	133	145	5.43e-26	84.3
dmAquVulg_ENA|OZ198186|OZ198186.1_002113.1	Mus_musculus_MMUS037970_Cenpa_CenpA	50.909	55	133	134	3.41e-16	58.9
dmAquVulg_ENA|OZ198186|OZ198186.1_002113.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.000	50	133	140	9.16e-15	55.5
daSheArve1_SUPER_4_002238.1	Danio_rerio_DRER013080_CENPA_CenpA	48.905	137	147	145	6.30e-39	118
daSheArve1_SUPER_4_002238.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.776	134	147	288	1.91e-30	100
daSheArve1_SUPER_4_002238.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.476	105	147	140	1.73e-27	88.6
laTriMari_ENA|OY821779|OY821779.1_001097.1	Danio_rerio_DRER013080_CENPA_CenpA	51.938	129	140	145	3.45e-41	123
laTriMari_ENA|OY821779|OY821779.1_001097.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.023	87	140	140	2.15e-29	93.2
laTriMari_ENA|OY821779|OY821779.1_001097.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.082	98	140	288	2.42e-28	94.4
laTriMari_ENA|OY821770|OY821770.1_001192.1	Danio_rerio_DRER013080_CENPA_CenpA	60.396	101	173	145	1.09e-40	123
laTriMari_ENA|OY821770|OY821770.1_001192.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.023	87	173	140	5.32e-29	93.6
laTriMari_ENA|OY821770|OY821770.1_001192.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.082	98	173	288	3.11e-28	95.1
lpSpaEmer_ENA|OZ243057|OZ243057.1_000171.1	Danio_rerio_DRER013080_CENPA_CenpA	62.353	85	160	145	8.63e-36	110
lpSpaEmer_ENA|OZ243057|OZ243057.1_000171.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.063	126	160	288	4.70e-26	89.0
lpSpaEmer_ENA|OZ243057|OZ243057.1_000171.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.975	121	160	134	1.00e-25	84.3
lpSpaEmer_ENA|OZ243049|OZ243049.1_000484.1	Danio_rerio_DRER013080_CENPA_CenpA	49.580	119	167	145	4.73e-36	111
lpSpaEmer_ENA|OZ243049|OZ243049.1_000484.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.261	92	167	140	5.40e-28	90.9
lpSpaEmer_ENA|OZ243049|OZ243049.1_000484.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.803	122	167	134	7.04e-26	85.1
laApoDist1_Chr3_000391.1	Danio_rerio_DRER013080_CENPA_CenpA	43.046	151	170	145	1.01e-36	113
laApoDist1_Chr3_000391.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.920	87	170	140	7.19e-33	103
laApoDist1_Chr3_000391.1	Mus_musculus_MMUS037970_Cenpa_CenpA	60.920	87	170	134	4.82e-31	98.6
laPotNata_ENA|OZ242056|OZ242056.1_002267.1	Danio_rerio_DRER013080_CENPA_CenpA	45.312	128	231	145	3.36e-32	103
laPotNata_ENA|OZ242056|OZ242056.1_002267.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.737	114	231	140	1.19e-23	81.3
laPotNata_ENA|OZ242056|OZ242056.1_002267.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.860	114	231	134	2.84e-23	80.1
laPotNata_ENA|OZ242055|OZ242055.1_001789.1	Danio_rerio_DRER013080_CENPA_CenpA	53.153	111	121	145	2.39e-36	110
laPotNata_ENA|OZ242055|OZ242055.1_001789.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.087	115	121	134	4.74e-26	84.0
laPotNata_ENA|OZ242055|OZ242055.1_001789.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.546	97	121	140	7.81e-26	83.6
laAliPlan1_ENA_OY856409__000374.1	Danio_rerio_DRER013080_CENPA_CenpA	63.208	106	179	145	4.04e-45	135
laAliPlan1_ENA_OY856409__000374.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.281	121	179	134	4.83e-28	91.3
laAliPlan1_ENA_OY856409__000374.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.322	87	179	140	1.47e-27	90.1
lsIriFoet1_GCA_964204905_chr_Chr5_001067.1	Danio_rerio_DRER013080_CENPA_CenpA	42.553	94	179	145	6.54e-19	67.8
lsIriFoet1_GCA_964204905_chr_Chr5_001067.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.387	62	179	288	3.14e-12	51.2
lsIriFoet1_GCA_964204905_chr_Chr5_001067.1	Homo_sapiens_HSAP011513_CENPA_CenpA	38.384	99	179	140	7.83e-11	45.8
ldNarOssi_ENA|OY986965|OY986965.1_000826.1	Danio_rerio_DRER013080_CENPA_CenpA	52.941	51	181	145	7.01e-17	62.4
ldNarOssi_ENA|OY986965|OY986965.1_000826.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.887	71	181	134	7.86e-17	62.0
ldNarOssi_ENA|OY986965|OY986965.1_000826.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.909	55	181	140	1.65e-14	55.8
laLemMinu1_ENA|OZ204783|OZ204783.1_000776.1	Danio_rerio_DRER013080_CENPA_CenpA	65.169	89	198	145	4.76e-38	117
laLemMinu1_ENA|OZ204783|OZ204783.1_000776.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.296	108	198	134	1.05e-24	83.2
laLemMinu1_ENA|OZ204783|OZ204783.1_000776.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.724	87	198	288	7.86e-24	84.3
dcPolAvic1_chr_7_002442.1	Danio_rerio_DRER013080_CENPA_CenpA	50.442	113	131	145	7.54e-38	114
dcPolAvic1_chr_7_002442.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.154	117	131	288	1.27e-30	99.8
dcPolAvic1_chr_7_002442.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.045	111	131	134	1.26e-28	90.9
dcPolAvic1_chr_9_001133.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.283	53	199	288	1.42e-11	50.1
dcPolAvic1_chr_9_001133.1	Danio_rerio_DRER013080_CENPA_CenpA	45.833	48	199	145	3.19e-10	44.7
dcPolAvic1_chr_6_001888.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	41.176	68	256	288	4.05e-13	55.5
dcPolAvic1_chr_6_001888.1	Danio_rerio_DRER013080_CENPA_CenpA	42.857	56	256	145	1.96e-11	48.9
drAilAlti1_SUPER_1_001962.1	Danio_rerio_DRER013080_CENPA_CenpA	63.462	52	189	145	2.88e-20	71.6
drAilAlti1_SUPER_1_001962.1	Homo_sapiens_HSAP011513_CENPA_CenpA	65.306	49	189	140	4.84e-18	65.5
drAilAlti1_SUPER_1_001962.1	Mus_musculus_MMUS037970_Cenpa_CenpA	61.224	49	189	134	1.07e-17	64.3
drAilAlti1_SUPER_2_000977.1	Danio_rerio_DRER013080_CENPA_CenpA	51.000	100	192	145	9.38e-30	96.3
drAilAlti1_SUPER_2_000977.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.082	122	192	288	3.96e-22	79.3
drAilAlti1_SUPER_2_000977.1	Mus_musculus_MMUS037970_Cenpa_CenpA	38.525	122	192	134	3.05e-20	71.2
ddAraThal4_chr_1_000021.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	114	178	145	3.65e-34	107
ddAraThal4_chr_1_000021.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.161	124	178	288	2.41e-26	90.5
ddAraThal4_chr_1_000021.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.443	122	178	134	1.83e-24	81.6
ddCarHirs_ENA|OZ156418|OZ156418.1_004759.1	Danio_rerio_DRER013080_CENPA_CenpA	51.754	114	174	145	1.73e-36	112
ddCarHirs_ENA|OZ156418|OZ156418.1_004759.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.037	109	174	134	8.50e-25	82.4
ddCarHirs_ENA|OZ156418|OZ156418.1_004759.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.125	160	174	288	1.01e-24	85.9
ddBarVulg_ENA|OY763889|OY763889.1_002303.1	Danio_rerio_DRER013080_CENPA_CenpA	45.588	136	176	145	6.98e-37	114
ddBarVulg_ENA|OY763889|OY763889.1_002303.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	39.216	153	176	288	5.37e-26	89.4
ddBarVulg_ENA|OY763889|OY763889.1_002303.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.575	87	176	140	1.15e-23	79.7
ddHotPalu_ENA|OZ247575|OZ247575.1_000886.1	Danio_rerio_DRER013080_CENPA_CenpA	52.174	115	160	145	7.95e-34	105
ddHotPalu_ENA|OZ247575|OZ247575.1_000886.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.715	123	160	288	4.02e-26	89.0
ddHotPalu_ENA|OZ247575|OZ247575.1_000886.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.163	86	160	140	3.63e-24	80.5
daSamNigr1_nigra_SamNigr_chr17_000158.1	Danio_rerio_DRER013080_CENPA_CenpA	41.606	137	164	145	7.42e-30	95.5
daSamNigr1_nigra_SamNigr_chr17_000158.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.975	121	164	288	1.02e-22	80.1
daSamNigr1_nigra_SamNigr_chr17_000158.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.157	127	164	140	6.03e-20	69.7
drHedHeli1_SUPER_24_000828.1	Danio_rerio_DRER013080_CENPA_CenpA	52.475	101	116	145	3.48e-35	107
drHedHeli1_SUPER_24_000828.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.546	97	116	288	4.04e-29	95.1
drHedHeli1_SUPER_24_000828.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.471	85	116	140	5.62e-28	89.0
drHedHeli1_SUPER_9_000037.1	Danio_rerio_DRER013080_CENPA_CenpA	53.846	104	145	145	3.11e-37	113
drHedHeli1_SUPER_9_000037.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.094	128	145	288	1.06e-29	97.8
drHedHeli1_SUPER_9_000037.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.647	85	145	140	2.31e-28	90.9
daTanVulg1_GCA_964264315_chr_Chr9_009480.1	Danio_rerio_DRER013080_CENPA_CenpA	51.181	127	147	145	1.80e-39	119
daTanVulg1_GCA_964264315_chr_Chr9_009480.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.429	105	147	288	1.06e-29	98.2
daTanVulg1_GCA_964264315_chr_Chr9_009480.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.118	85	147	140	2.30e-26	85.9
daTanVulg1_GCA_964264315_chr_Chr8_000942.1	Danio_rerio_DRER013080_CENPA_CenpA	52.000	100	128	145	5.44e-33	102
daTanVulg1_GCA_964264315_chr_Chr8_000942.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.697	119	128	288	4.57e-26	87.8
daTanVulg1_GCA_964264315_chr_Chr8_000942.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.541	111	128	134	5.90e-24	79.0
daPulDyse1_SUPER_8_000539.1	Danio_rerio_DRER013080_CENPA_CenpA	39.344	122	136	145	1.67e-25	83.6
daPulDyse1_SUPER_8_000539.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	39.516	124	136	288	1.54e-22	78.6
daPulDyse1_SUPER_8_000539.1	Mus_musculus_MMUS037970_Cenpa_CenpA	38.017	121	136	134	1.70e-20	70.1
daArcMinu1_SUPER_4_003289.1	Danio_rerio_DRER013080_CENPA_CenpA	48.333	120	148	145	2.10e-37	114
daArcMinu1_SUPER_4_003289.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.853	136	148	288	6.43e-30	98.6
daArcMinu1_SUPER_4_003289.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.068	118	148	134	6.21e-27	87.0
ddEupPepu3_SUPER_7_001940.1	Danio_rerio_DRER013080_CENPA_CenpA	57.391	115	151	145	5.07e-41	123
ddEupPepu3_SUPER_7_001940.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.763	139	151	288	2.41e-32	105
ddEupPepu3_SUPER_7_001940.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.471	87	151	140	5.17e-31	97.8
drUrtUren1_SUPER_7_000978.1	Danio_rerio_DRER013080_CENPA_CenpA	53.846	130	154	145	4.08e-38	116
drUrtUren1_SUPER_7_000978.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.824	85	154	140	3.82e-31	98.2
drUrtUren1_SUPER_7_000978.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.939	132	154	134	5.49e-30	95.1
drUrtUren1_SUPER_7_000167.1	Danio_rerio_DRER013080_CENPA_CenpA	49.612	129	142	145	2.65e-37	113
drUrtUren1_SUPER_7_000167.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.824	85	142	140	7.01e-31	97.1
drUrtUren1_SUPER_7_000167.1	Mus_musculus_MMUS037970_Cenpa_CenpA	54.118	85	142	134	1.36e-28	91.3
drParJuda1_SUPER_6_000751.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	148	159	145	1.73e-38	117
drParJuda1_SUPER_6_000751.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.328	131	159	288	7.03e-31	101
drParJuda1_SUPER_6_000751.1	Homo_sapiens_HSAP011513_CENPA_CenpA	39.041	146	159	140	2.47e-27	88.6
drParJuda1_SUPER_5_002377.1	Danio_rerio_DRER013080_CENPA_CenpA	46.939	147	158	145	3.34e-38	116
drParJuda1_SUPER_5_002377.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.618	131	158	288	1.04e-31	103
drParJuda1_SUPER_5_002377.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.909	132	158	140	7.80e-28	90.1
dcMoeTrin_ENA|OZ066944|OZ066944.1_002309.1	Danio_rerio_DRER013080_CENPA_CenpA	59.000	100	155	145	4.09e-38	116
dcMoeTrin_ENA|OZ066944|OZ066944.1_002309.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.440	91	155	140	6.33e-32	100
dcMoeTrin_ENA|OZ066944|OZ066944.1_002309.1	Mus_musculus_MMUS037970_Cenpa_CenpA	49.558	113	155	134	2.08e-29	93.6
dcAreSerp_ENA|OZ174166|OZ174166.1_000051.1	Danio_rerio_DRER013080_CENPA_CenpA	51.327	113	152	145	1.88e-36	112
dcAreSerp_ENA|OZ174166|OZ174166.1_000051.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.471	87	152	140	5.98e-29	92.8
dcAreSerp_ENA|OZ174166|OZ174166.1_000051.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.485	97	152	288	6.56e-28	93.6
dcAreSerp_ENA|OZ174158|OZ174158.1_003483.1	Danio_rerio_DRER013080_CENPA_CenpA	51.327	113	152	145	1.88e-36	112
dcAreSerp_ENA|OZ174158|OZ174158.1_003483.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.471	87	152	140	5.98e-29	92.8
dcAreSerp_ENA|OZ174158|OZ174158.1_003483.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.485	97	152	288	6.56e-28	93.6
dcSpeMari_ENA|OY804556|OY804556.1_000562.1	Danio_rerio_DRER013080_CENPA_CenpA	51.408	142	150	145	8.50e-43	128
dcSpeMari_ENA|OY804556|OY804556.1_000562.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.244	127	150	134	1.28e-32	101
dcSpeMari_ENA|OY804556|OY804556.1_000562.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.271	107	150	140	1.33e-30	96.7
dcSpeMari_ENA|OY804549|OY804549.1_000611.1	Danio_rerio_DRER013080_CENPA_CenpA	50.394	127	157	145	2.39e-37	114
dcSpeMari_ENA|OY804549|OY804549.1_000611.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.737	114	157	134	5.16e-26	85.1
dcSpeMari_ENA|OY804549|OY804549.1_000611.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.860	114	157	288	1.30e-24	85.1
dcPolTetr_ENA|OZ251114|OZ251114.1_000944.1	Danio_rerio_DRER013080_CENPA_CenpA	42.735	117	162	145	6.40e-28	90.5
dcPolTetr_ENA|OZ251114|OZ251114.1_000944.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	35.374	147	162	288	1.03e-19	72.0
dcPolTetr_ENA|OZ251114|OZ251114.1_000944.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.594	101	162	140	6.47e-18	64.3
dcPolTetr_ENA|OZ251127|OZ251127.1_002546.1	Danio_rerio_DRER013080_CENPA_CenpA	44.275	131	179	145	6.19e-33	103
dcPolTetr_ENA|OZ251127|OZ251127.1_002546.1	Homo_sapiens_HSAP011513_CENPA_CenpA	43.590	117	179	140	5.90e-24	80.9
dcPolTetr_ENA|OZ251127|OZ251127.1_002546.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.945	127	179	288	1.63e-23	82.8
dcPolTetr_ENA|OZ251134|OZ251134.1_000830.1	Danio_rerio_DRER013080_CENPA_CenpA	45.679	81	140	145	5.58e-18	63.9
dcPolTetr_ENA|OZ251134|OZ251134.1_000830.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.476	84	140	288	1.13e-14	57.0
dcPolTetr_ENA|OZ251134|OZ251134.1_000830.1	Homo_sapiens_HSAP011513_CENPA_CenpA	41.892	74	140	140	1.86e-11	46.6
dcPolTetr_ENA|OZ251117|OZ251117.1_002414.1	Danio_rerio_DRER013080_CENPA_CenpA	52.252	111	155	145	1.72e-37	114
dcPolTetr_ENA|OZ251117|OZ251117.1_002414.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.135	141	155	134	5.99e-28	90.1
dcPolTetr_ENA|OZ251117|OZ251117.1_002414.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	41.844	141	155	288	7.95e-28	93.6
drMalSylv7_chr_1_001941.1	Danio_rerio_DRER013080_CENPA_CenpA	58.333	36	76	145	1.15e-13	50.4
drMalSylv7_chr_1_001941.1	Mus_musculus_MMUS037970_Cenpa_CenpA	52.778	36	76	134	4.00e-11	43.5
drMalSylv7_chr_1_001941.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.000	36	76	140	2.06e-10	42.0
drMalDome5_chr_1_001959.1	Danio_rerio_DRER013080_CENPA_CenpA	58.333	36	76	145	1.25e-13	50.4
drMalDome5_chr_1_001959.1	Mus_musculus_MMUS037970_Cenpa_CenpA	52.778	36	76	134	1.04e-10	42.7
drMalDome5_chr_1_001959.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.000	36	76	140	3.06e-10	41.6
daMisOron1_SUPER_4_002006.1	Danio_rerio_DRER013080_CENPA_CenpA	57.895	114	134	145	2.24e-40	121
daMisOron1_SUPER_4_002006.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.381	105	134	140	9.99e-31	96.7
daMisOron1_SUPER_4_002006.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.420	119	134	288	8.67e-30	97.8
daLinVulg1_SUPER_6_002057.1	Danio_rerio_DRER013080_CENPA_CenpA	58.491	106	147	145	4.85e-39	118
daLinVulg1_SUPER_6_002057.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.062	129	147	288	1.86e-29	97.4
daLinVulg1_SUPER_6_002057.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.214	112	147	140	5.73e-29	92.4
daScuGale1_SUPER_12_000038.1	Danio_rerio_DRER013080_CENPA_CenpA	58.333	108	161	145	1.36e-41	125
daScuGale1_SUPER_12_000038.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.808	104	161	140	3.58e-32	101
daScuGale1_SUPER_12_000038.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.000	100	161	288	8.53e-30	99.0
daBalNigr1_SUPER_6_001114.1	Danio_rerio_DRER013080_CENPA_CenpA	59.459	111	149	145	5.83e-42	125
daBalNigr1_SUPER_6_001114.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.551	89	149	140	7.18e-32	100
daBalNigr1_SUPER_6_001114.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	55.102	98	149	288	8.98e-31	100
daBalNigr1_SUPER_2_003653.1	Danio_rerio_DRER013080_CENPA_CenpA	60.000	110	149	145	6.09e-42	125
daBalNigr1_SUPER_2_003653.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.357	112	149	140	4.66e-33	103
daBalNigr1_SUPER_2_003653.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	56.122	98	149	288	2.61e-31	102
drChaAngu1_SUPER_12_000200.1	Danio_rerio_DRER013080_CENPA_CenpA	53.043	115	187	145	2.05e-37	115
drChaAngu1_SUPER_12_000200.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.511	131	187	134	3.84e-29	94.4
drChaAngu1_SUPER_12_000200.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.608	97	187	288	2.75e-28	95.9
drChaAngu1_SUPER_4_001038.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	118	157	145	2.63e-37	114
drChaAngu1_SUPER_4_001038.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.082	98	157	288	4.96e-29	96.7
drChaAngu1_SUPER_4_001038.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.471	85	157	140	1.31e-28	92.0
drAstGlyc_ENA|OY754311|OY754311.1_002329.1	Danio_rerio_DRER013080_CENPA_CenpA	49.573	117	153	145	1.19e-34	107
drAstGlyc_ENA|OY754311|OY754311.1_002329.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.748	131	153	288	1.05e-27	93.2
drAstGlyc_ENA|OY754311|OY754311.1_002329.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.045	134	153	134	2.10e-27	88.6
drAstGlyc_ENA|OY754307|OY754307.1_003561.1	Danio_rerio_DRER013080_CENPA_CenpA	52.885	104	122	145	1.41e-37	113
drAstGlyc_ENA|OY754307|OY754307.1_003561.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.074	108	122	288	1.75e-28	94.0
drAstGlyc_ENA|OY754307|OY754307.1_003561.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.643	112	122	134	2.59e-26	84.7
drMedArab1_SUPER_5_000452.1	Danio_rerio_DRER013080_CENPA_CenpA	45.968	124	138	145	1.17e-33	104
drMedArab1_SUPER_5_000452.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.961	129	138	288	1.98e-27	91.7
drMedArab1_SUPER_5_000452.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.625	128	138	134	8.38e-25	81.3
drTriFrag1_SUPER_4_003909.1	Danio_rerio_DRER013080_CENPA_CenpA	38.095	105	105	145	5.79e-22	73.2
drTriFrag1_SUPER_4_003909.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.878	98	105	288	1.64e-17	63.9
drTriFrag1_SUPER_4_003909.1	Homo_sapiens_HSAP011513_CENPA_CenpA	39.773	88	105	140	3.43e-15	55.5
drTriFrag1_SUPER_4_000534.1	Danio_rerio_DRER013080_CENPA_CenpA	50.476	105	123	145	1.07e-37	114
drTriFrag1_SUPER_4_000534.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	55.102	98	123	288	3.18e-30	98.6
drTriFrag1_SUPER_4_000534.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.273	88	123	140	5.53e-27	86.7
ddMerAnnu1_chr_LG5_002250.1	Danio_rerio_DRER013080_CENPA_CenpA	50.450	111	141	145	6.02e-38	115
ddMerAnnu1_chr_LG5_002250.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.980	102	141	288	2.78e-30	99.4
ddMerAnnu1_chr_LG5_002250.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.063	126	141	134	2.03e-28	90.9
ddPopNigr_ENA|OX637673|OX637673.1_000534.1	Danio_rerio_DRER013080_CENPA_CenpA	47.857	140	593	145	5.06e-35	117
ddPopNigr_ENA|OX637673|OX637673.1_000534.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.727	139	593	134	1.54e-25	90.1
ddPopNigr_ENA|OX637673|OX637673.1_000534.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.776	134	593	140	4.19e-25	89.4
dhQueRobu3_chr_4_003322.1	Danio_rerio_DRER013080_CENPA_CenpA	32.402	179	221	145	6.09e-24	82.0
